loan_id,customer_id,loan_type,loan_amount,interest_rate,tenure_months,emi,status,applied_date,approved_date
LN98886,CUST98230,Personal,31373.96,7.5,36,1502.39,Active,2025-01-10,2025-01-12
LN98887,CUST98871,Auto,173443.44,8.13,120,2080.96,Active,2025-01-10,2025-01-12
LN98888,CUST98819,Home,261465.14,11.43,60,2600.66,Active,2025-01-10,2025-01-12
LN98889,CUST98876,Home,25793.65,5.81,60,1584.94,Active,2025-01-10,2025-01-12
LN98890,CUST98232,Education,171982.2,5.15,36,881.55,Active,2025-01-10,2025-01-12
LN98891,CUST98935,Auto,37813.83,7.89,24,2089.16,Active,2025-01-10,2025-01-12
LN98892,CUST98198,Auto,275342.47,4.03,24,562.4,Active,2025-01-10,2025-01-12
LN98893,CUST98449,Education,80579.77,5.56,36,1404.59,Active,2025-01-10,2025-01-12
LN98894,CUST98701,Auto,184213.93,5.46,60,2193.28,Active,2025-01-10,2025-01-12
LN98895,CUST98725,Auto,15700.08,4.53,120,1340.13,Active,2025-01-10,2025-01-12
LN98896,CUST98230,Home,38634.13,11.02,12,2644.97,Active,2025-01-10,2025-01-12
LN98897,CUST98243,Personal,27423.69,3.31,36,177.15,Active,2025-01-10,2025-01-12
LN98898,CUST98141,Home,37320.97,6.53,12,2735.31,Active,2025-01-10,2025-01-12
LN98899,CUST98757,Auto,156636.19,6.49,24,1521.39,Active,2025-01-10,2025-01-12
LN98900,CUST98349,Home,284488.83,10.6,12,1881.9,Active,2025-01-10,2025-01-12
LN98901,CUST98323,Personal,241918.76,3.43,12,1515.13,Active,2025-01-10,2025-01-12
LN98902,CUST98278,Personal,160439.93,3.27,120,2683.27,Active,2025-01-10,2025-01-12
LN98903,CUST98393,Home,268483.88,10.33,24,2405.96,Active,2025-01-10,2025-01-12
LN98904,CUST98598,Education,173099.93,8.71,60,597.56,Active,2025-01-10,2025-01-12
LN98905,CUST98019,Education,155283.57,3.72,120,970.75,Active,2025-01-10,2025-01-12
LN98906,CUST98171,Auto,77451.55,6.76,120,995.14,Active,2025-01-10,2025-01-12
LN98907,CUST98172,Auto,87504.99,3.38,36,1394.09,Active,2025-01-10,2025-01-12
LN98908,CUST98948,Personal,42293.15,11.48,120,970.96,Active,2025-01-10,2025-01-12
LN98909,CUST98511,Auto,184246.94,10.84,12,565.16,Active,2025-01-10,2025-01-12
LN98910,CUST98817,Auto,135144.82,11.89,24,336.36,Active,2025-01-10,2025-01-12
LN98911,CUST98036,Home,276422.54,5.01,12,251.49,Active,2025-01-10,2025-01-12
LN98912,CUST98485,Auto,167307.77,4.8,36,352.11,Active,2025-01-10,2025-01-12
LN98913,CUST98319,Education,230745.09,4.44,12,2462.79,Active,2025-01-10,2025-01-12
LN98914,CUST98242,Home,288013.97,8.89,120,1826.62,Active,2025-01-10,2025-01-12
LN98915,CUST98203,Education,6915.73,9.4,12,2424.25,Active,2025-01-10,2025-01-12
LN98916,CUST98925,Education,180564.27,8.56,36,995.79,Active,2025-01-10,2025-01-12
LN98917,CUST98320,Auto,66257.24,3.98,120,376.56,Active,2025-01-10,2025-01-12
LN98918,CUST98298,Home,95765.18,9.35,120,1286.58,Active,2025-01-10,2025-01-12
LN98919,CUST98470,Education,111235.55,8.61,36,2039.3,Active,2025-01-10,2025-01-12
LN98920,CUST98885,Home,77348.6,6.65,36,833.72,Active,2025-01-10,2025-01-12
LN98921,CUST98402,Education,164469.24,10.26,12,135.89,Active,2025-01-10,2025-01-12
LN98922,CUST98840,Home,159466.08,9.83,12,361.69,Active,2025-01-10,2025-01-12
LN98923,CUST98546,Home,161348.61,4.81,36,1970.52,Active,2025-01-10,2025-01-12
LN98924,CUST98552,Personal,259642.19,6.09,36,1133.2,Active,2025-01-10,2025-01-12
LN98925,CUST98458,Auto,47551.53,10.42,60,115.3,Active,2025-01-10,2025-01-12
LN98926,CUST98581,Home,12972.72,6.27,120,171.2,Active,2025-01-10,2025-01-12
LN98927,CUST98441,Personal,81776.74,11.47,120,121.87,Active,2025-01-10,2025-01-12
LN98928,CUST98731,Home,264994.02,7.63,120,1493.18,Active,2025-01-10,2025-01-12
LN98929,CUST98073,Auto,173963.95,11.84,120,1230.33,Active,2025-01-10,2025-01-12
LN98930,CUST98576,Education,225871.17,5.12,120,2685.89,Active,2025-01-10,2025-01-12
LN98931,CUST98531,Personal,236267.51,8.92,60,1794.55,Active,2025-01-10,2025-01-12
LN98932,CUST98103,Personal,252308.82,6.72,120,1793.47,Active,2025-01-10,2025-01-12
LN98933,CUST98558,Education,254937.79,5.0,120,1218.68,Active,2025-01-10,2025-01-12
LN98934,CUST98185,Auto,236231.77,8.38,60,2995.29,Active,2025-01-10,2025-01-12
LN98935,CUST98969,Home,229053.14,7.11,60,623.66,Active,2025-01-10,2025-01-12
LN98936,CUST98902,Auto,110937.77,7.7,60,994.36,Active,2025-01-10,2025-01-12
LN98937,CUST98174,Education,272280.05,8.64,24,2132.87,Active,2025-01-10,2025-01-12
LN98938,CUST98981,Home,23981.33,7.49,120,1355.99,Active,2025-01-10,2025-01-12
LN98939,CUST98825,Personal,251838.55,5.73,60,875.08,Active,2025-01-10,2025-01-12
LN98940,CUST98284,Education,17119.38,3.65,60,1804.61,Active,2025-01-10,2025-01-12
LN98941,CUST98295,Education,145653.75,6.24,36,2139.59,Active,2025-01-10,2025-01-12
LN98942,CUST98295,Auto,217595.15,11.95,60,135.62,Active,2025-01-10,2025-01-12
LN98943,CUST98085,Auto,188532.13,8.84,24,2971.11,Active,2025-01-10,2025-01-12
LN98944,CUST98239,Auto,123604.21,3.51,60,1558.91,Active,2025-01-10,2025-01-12
LN98945,CUST98668,Home,21688.02,9.31,36,2931.61,Active,2025-01-10,2025-01-12
LN98946,CUST98989,Personal,186311.11,5.59,60,2389.0,Active,2025-01-10,2025-01-12
LN98947,CUST98447,Personal,222612.47,5.04,12,158.51,Active,2025-01-10,2025-01-12
LN98948,CUST98145,Home,49543.27,10.29,60,2415.28,Active,2025-01-10,2025-01-12
LN98949,CUST98413,Auto,146769.33,5.13,36,1759.96,Active,2025-01-10,2025-01-12
LN98950,CUST98983,Education,64602.2,5.89,120,1845.73,Active,2025-01-10,2025-01-12
LN98951,CUST98996,Auto,20112.41,11.54,36,1246.52,Active,2025-01-10,2025-01-12
LN98952,CUST98790,Home,215632.27,10.8,12,315.87,Active,2025-01-10,2025-01-12
LN98953,CUST98423,Home,21835.19,8.17,60,2029.69,Active,2025-01-10,2025-01-12
LN98954,CUST98103,Auto,83643.4,9.48,12,2816.78,Active,2025-01-10,2025-01-12
LN98955,CUST98812,Auto,146130.16,4.77,36,1664.43,Active,2025-01-10,2025-01-12
LN98956,CUST98223,Auto,167920.1,7.18,24,692.42,Active,2025-01-10,2025-01-12
LN98957,CUST98118,Home,10013.36,11.48,12,514.86,Active,2025-01-10,2025-01-12
LN98958,CUST98698,Home,223027.69,7.02,36,638.02,Active,2025-01-10,2025-01-12
LN98959,CUST98913,Personal,209275.26,8.35,24,2119.13,Active,2025-01-10,2025-01-12
LN98960,CUST98354,Home,140127.62,11.83,60,861.11,Active,2025-01-10,2025-01-12
LN98961,CUST98413,Education,52717.53,7.04,120,2362.94,Active,2025-01-10,2025-01-12
LN98962,CUST98665,Auto,54656.6,7.4,24,1371.06,Active,2025-01-10,2025-01-12
LN98963,CUST98170,Auto,133202.14,4.94,24,1528.07,Active,2025-01-10,2025-01-12
LN98964,CUST98394,Education,219548.3,10.97,120,1092.47,Active,2025-01-10,2025-01-12
LN98965,CUST98823,Personal,176508.24,4.7,36,100.35,Active,2025-01-10,2025-01-12
LN98966,CUST98893,Education,155107.05,4.44,24,2913.22,Active,2025-01-10,2025-01-12
LN98967,CUST98392,Personal,117353.8,11.23,12,2312.01,Active,2025-01-10,2025-01-12
LN98968,CUST98906,Education,271194.84,11.85,120,672.85,Active,2025-01-10,2025-01-12
LN98969,CUST98994,Education,153743.81,9.6,24,1973.15,Active,2025-01-10,2025-01-12
LN98970,CUST98282,Education,52314.26,7.63,120,1538.44,Active,2025-01-10,2025-01-12
LN98971,CUST98500,Personal,192310.49,7.98,120,2690.33,Active,2025-01-10,2025-01-12
LN98972,CUST98973,Auto,291489.74,6.81,24,1726.06,Active,2025-01-10,2025-01-12
LN98973,CUST98486,Auto,296498.72,6.15,120,1409.28,Active,2025-01-10,2025-01-12
LN98974,CUST98159,Home,203900.49,9.73,24,1235.71,Active,2025-01-10,2025-01-12
LN98975,CUST98971,Home,9665.15,5.24,24,1185.81,Active,2025-01-10,2025-01-12
LN98976,CUST98796,Home,130071.52,5.73,36,277.97,Active,2025-01-10,2025-01-12
LN98977,CUST98372,Personal,11338.32,5.3,12,1980.09,Active,2025-01-10,2025-01-12
LN98978,CUST98760,Education,57142.55,9.17,60,870.02,Active,2025-01-10,2025-01-12
LN98979,CUST98708,Auto,6051.25,3.56,60,1653.93,Active,2025-01-10,2025-01-12
LN98980,CUST98423,Personal,176819.11,7.13,36,1911.0,Active,2025-01-10,2025-01-12
LN98981,CUST98130,Home,293211.38,9.17,24,2314.39,Active,2025-01-10,2025-01-12
LN98982,CUST98985,Personal,22917.59,4.1,12,105.68,Active,2025-01-10,2025-01-12
LN98983,CUST98701,Education,280270.31,6.81,36,491.83,Active,2025-01-10,2025-01-12
LN98984,CUST98483,Education,68345.92,11.04,60,1991.32,Active,2025-01-10,2025-01-12
LN98985,CUST98571,Auto,208561.77,6.79,120,426.33,Active,2025-01-10,2025-01-12
LN98986,CUST98601,Personal,28776.25,5.06,24,105.03,Active,2025-01-10,2025-01-12
LN98987,CUST98248,Home,221360.21,5.34,12,1821.68,Active,2025-01-10,2025-01-12
LN98988,CUST98018,Personal,190801.53,5.29,12,783.13,Active,2025-01-10,2025-01-12
LN98989,CUST98461,Auto,166195.43,8.87,12,1794.69,Active,2025-01-10,2025-01-12
LN98990,CUST98720,Education,25399.29,9.87,36,1245.48,Active,2025-01-10,2025-01-12
LN98991,CUST98659,Personal,16512.4,6.34,36,910.57,Active,2025-01-10,2025-01-12
LN98992,CUST98735,Personal,149737.87,8.96,60,2272.58,Active,2025-01-10,2025-01-12
LN98993,CUST98519,Home,281107.5,11.0,36,399.7,Active,2025-01-10,2025-01-12
LN98994,CUST98364,Home,177591.09,6.74,36,1868.92,Active,2025-01-10,2025-01-12
LN98995,CUST98895,Education,8256.69,10.72,36,644.43,Active,2025-01-10,2025-01-12
LN98996,CUST98591,Personal,208014.09,7.05,60,2490.23,Active,2025-01-10,2025-01-12
LN98997,CUST98231,Personal,5194.4,5.22,12,1650.45,Active,2025-01-10,2025-01-12
LN98998,CUST98186,Auto,224245.01,10.91,36,1439.07,Active,2025-01-10,2025-01-12
LN98999,CUST98969,Personal,198274.85,5.91,36,2801.08,Active,2025-01-10,2025-01-12
LN981000,CUST98644,Home,111957.19,9.71,120,1888.5,Active,2025-01-10,2025-01-12
